Obs,year,nui,ciiu3,region,forpro,fabval,expval,va,emptot,rempag,vstk
429,2001,10539,1541,6,1,72883,0,93955,7,15296,8388
430,2001,10540,1552,6,3,7316878,7241437,8053365,260,1324059,"9,00E+06"
431,2001,10542,2010,6,1,224763,0,65994,10,23886,13870
432,2001,10544,2010,6,1,540935,86109,202264,47,125115,145623
433,2001,10545,2010,6,1,654442,0,354261,23,128099,134621
434,2001,10547,1541,7,1,961979,0,170000,60,150323,685792
435,2001,10548,2812,7,1,304843,0,143266,25,58192,97693
436,2001,10549,1541,7,1,626175,0,236835,48,120853,726971
437,2001,10550,1541,7,1,38145,0,-3140,10,13475,34329
438,2001,10551,1511,7,1,284517,0,40756,17,25863,53729
439,2001,10552,1552,7,1,3516734,1980548,1331041,113,452434,"2,60E+06"
440,2001,10553,2212,7,1,230632,0,243381,36,82435,51865
441,2001,10554,2695,7,1,20160,0,15630,5,6463,4290
442,2001,10555,1911,7,1,3830071,1535897,915471,95,334724,"1,40E+06"
443,2001,10556,1513,7,1,2801353,2479264,1371884,80,286991,"2,20E+06"
444,2001,10557,2924,7,1,211561,0,53381,26,50229,220270
445,2001,10558,2010,7,1,252296,0,85718,12,22877,67347
446,2001,10559,2010,7,1,45210,0,6350,7,8948,12411
447,2001,10561,2109,7,1,114077,0,99255,12,32556,36295
448,2001,10562,2023,7,1,3102262,0,1722382,281,680624,0
449,2001,10563,1541,7,1,130114,0,50410,11,20255,106174
450,2001,10564,1541,7,1,151733,0,102066,12,39379,6171
451,2001,10565,1541,7,1,170528,0,127009,21,37035,34545
452,2001,10566,1541,7,1,143931,0,58894,19,29507,237038
453,2001,10567,1541,7,1,81529,0,41676,16,35278,22640
454,2001,10568,1513,7,1,1633005,986935,597963,137,374427,724617
455,2001,10569,1511,7,1,369575,0,171741,39,130715,323951
456,2001,10570,2010,7,1,262525,0,-89400,25,52738,160178
457,2001,10571,1552,7,3,4682125,3317486,2804148,88,417916,"4,00E+06"
458,2001,10572,2520,7,1,248010,0,86806,18,29366,224633
459,2001,10573,1531,7,1,4144444,0,1305045,37,343617,833232
460,2001,10574,1552,7,1,3067630,0,3346062,42,164275,"2,50E+06"
461,2001,10575,1513,7,1,7735032,6437644,5362559,668,1626444,"3,00E+06"
462,2001,10576,1511,7,1,765276,0,403987,54,137131,416653
463,2001,10577,1541,7,1,147843,0,65686,18,30565,3466
464,2001,10578,1541,7,1,65013,0,31719,15,20890,20488
465,2001,10579,1531,7,1,2572341,0,587856,29,149340,"1,90E+06"
466,2001,10580,1541,7,1,178615,0,103816,24,70499,18996
467,2001,10582,1513,7,1,86925,0,32742,32,35291,136491
468,2001,10583,1541,7,1,90557,0,61914,19,28318,31389
469,2001,10584,1541,7,1,97408,0,54046,16,29136,27458
470,2001,10586,1531,7,1,5680584,0,1803802,94,573234,"1,60E+06"
471,2001,10587,1552,7,1,530815,310978,259157,243,436286,"3,20E+06"
472,2001,10589,1513,7,1,3956939,0,2244951,355,867797,906989
473,2001,10590,1810,7,1,69168,0,16707,16,28970,6433
474,2001,10591,1810,7,1,227157,0,100772,26,59638,149140
475,2001,10592,1543,7,1,7355965,585673,5139371,470,1355497,"4,80E+06"
476,2001,10593,3699,7,1,12457067,4508578,9540616,390,2801618,"3,50E+06"
477,2001,10594,1911,7,1,4616091,2848592,1271408,115,473176,"2,60E+06"
478,2001,10595,2010,7,1,1805671,346467,1198192,117,357593,"1,20E+06"
479,2001,10596,2010,7,1,92907,0,33507,6,8086,93206
480,2001,10597,1531,7,1,795671,0,340915,31,78585,381838
481,2001,10598,1810,7,1,203780,0,103733,41,92602,561606
482,2001,10599,2010,7,1,25848,0,853356,82,178523,272181
483,2001,10600,1911,7,1,3546873,593078,655617,96,438978,"2,20E+06"
484,2001,10601,1531,7,1,6805139,0,4624363,284,717185,"4,30E+06"
485,2001,10602,3610,7,1,359313,0,196252,59,110754,324858
486,2001,10603,1541,7,1,109661,0,123345,24,65838,25117
487,2001,10605,1552,7,1,1735962,180429,1927400,119,271095,"1,20E+06"
488,2001,10606,2010,7,1,3090800,89070,1677845,179,544707,"1,20E+06"
489,2001,10607,2892,7,1,302491,0,-418459,70,259762,176463
490,2001,10608,1541,7,1,290758,0,141636,38,81183,36182
491,2001,10609,2695,7,1,130426,0,67585,13,51699,176339
492,2001,10610,2010,7,1,154457,0,42466,12,16666,86372
493,2001,10611,1810,7,1,404953,0,214784,28,58363,381371
494,2001,10612,2219,7,1,33581,0,29454,9,17518,99207
495,2001,10613,1541,7,1,100592,0,61078,14,23306,50173
496,2001,10614,1531,7,1,4654722,0,2135627,56,403076,"2,50E+06"
497,2001,10615,1511,7,1,41654429,1619898,32409198,1051,4852180,"2,40E+07"
498,2001,10616,1541,7,1,75581,0,44876,13,21711,33240
499,2001,10617,1541,7,1,59515,0,165148,34,53466,185751
500,2001,10618,2101,7,1,1575356,0,1097654,135,380479,"1,10E+06"
501,2001,10619,2023,7,1,1246770,0,591525,48,79827,"1,10E+06"
502,2001,10620,2221,7,1,352250,0,252961,38,140646,403615
503,2001,10621,2010,7,1,125023,0,26915,15,38120,62417
504,2001,10622,2221,7,1,651745,0,414356,64,204576,383094
505,2001,10623,1520,7,1,78976,0,22235,12,22133,97839
506,2001,10625,1514,7,1,75982,0,995372,48,272412,0
507,2001,10626,2010,7,1,961900,0,724613,90,195813,145149
508,2001,10627,1541,7,1,109805,0,86099,15,29817,12688
509,2001,10628,2023,7,1,919519,0,360895,37,125449,366486
510,2001,10629,2010,7,1,62659,0,-4458,7,5925,48179
511,2001,10630,2520,7,1,1691564,0,545360,18,67306,266918
512,2001,10631,3610,7,1,1950243,0,686853,82,244320,368891
513,2001,10633,2010,7,1,107823,0,96159,21,25367,167574
514,2001,10634,2010,7,1,402381,0,175104,21,42882,191715
515,2001,10635,1541,7,1,35952,0,25116,8,16207,29176
516,2001,10636,2010,7,1,385478,0,198191,28,55037,115018
517,2001,10637,2010,7,1,23569252,11232472,13195490,810,2357070,"1,20E+07"
518,2001,10638,2010,7,1,399566,0,164555,22,35943,299914
519,2001,10639,2010,7,1,181815,0,58314,29,45478,275864
520,2001,10640,2010,7,1,1171078,0,401820,41,89946,36844
521,2001,10641,2010,7,1,1680391,0,797965,88,218433,846439
522,2001,10642,2010,7,1,350378,0,72387,16,20125,128684
523,2001,10643,2010,7,1,529188,0,215586,25,48657,51255
524,2001,10644,2010,7,1,214566,0,113708,20,41283,39570
525,2001,10645,2010,7,1,438880,0,267804,39,78552,33775
526,2001,10646,1541,7,1,40777,0,12946,12,23328,3865
527,2001,10647,1541,7,1,140286,0,82586,19,33155,17375
528,2001,10648,1533,7,1,228300,0,36912,17,32582,95737
529,2001,10649,1531,7,1,403687,0,203893,7,14496,120389
530,2001,10650,1541,7,1,137246,0,104883,20,25973,21973
531,2001,10651,1541,7,1,145300,0,134027,25,49051,27791
532,2001,10652,1541,7,1,292322,0,91996,40,62316,68600
533,2001,10653,1531,7,1,2231903,0,768993,35,241440,508612
534,2001,10654,1541,7,1,105773,0,47500,12,22386,10092
535,2001,10655,1552,7,1,2084608,1582538,374527,64,270690,"3,20E+06"
536,2001,10656,2010,7,1,45730,0,26745,9,30755,6346
537,2001,10658,2010,7,1,213318,0,112073,22,43224,128203
538,2001,10659,1531,7,1,425510,0,172842,12,30574,181596
539,2001,10661,1552,7,1,6942873,5950947,4743104,76,541271,"4,40E+06"
540,2001,10662,1552,7,1,1444497,0,-755544,53,172840,"1,10E+06"
541,2001,10663,2023,7,1,1086700,0,875544,89,182596,"1,80E+06"
542,2001,10664,2010,7,1,2292255,0,1176912,91,265462,557529
543,2001,10665,2010,7,1,3149208,0,1567638,120,345683,"3,10E+06"
544,2001,10666,1541,7,1,141075,0,84683,30,56572,50307
545,2001,10667,1520,7,1,60895,0,76459,16,36858,149976
546,2001,10668,1552,7,1,4633707,75512,3188907,229,778783,"4,80E+06"
547,2001,10669,1541,7,1,74001,0,28249,17,28320,22777
548,2001,10670,2930,7,1,45202,0,13125,18,44538,9697
549,2001,10672,2010,7,1,205434,0,73103,91,126929,477336
550,2001,10673,2930,7,1,55282,0,185543,44,65142,238570
551,2001,10674,1531,7,1,651199,0,119213,22,83685,241357
552,2001,10675,1533,8,1,0,0,169688,27,66576,"1,10E+06"
553,2001,10676,1513,8,1,13945538,1059198,13887668,608,497700,"1,90E+07"
554,2001,10677,1541,8,1,700103,0,413674,76,130889,123446
555,2001,10678,1511,8,1,6454058,0,1409458,201,596902,615578
556,2001,10679,1511,8,1,1243532,0,714182,55,184588,256032
557,2001,10681,1531,8,1,3390012,0,720055,37,128607,859341
558,2001,10682,1511,8,1,977509,0,147564,27,46539,164044
559,2001,10683,2212,8,1,319660,0,244605,30,80507,167558
560,2001,10684,2899,8,1,1124409,0,758311,142,416524,88333
561,2001,10685,1541,8,1,193017,0,111361,31,48604,50552
562,2001,10686,1520,8,1,1112333,0,407451,46,173171,145019
563,2001,10687,1551,8,1,119613,48295,151200,20,53063,193247
564,2001,10688,2010,8,1,2206364,1831264,903238,111,337485,"1,10E+06"
565,2001,10689,2010,8,1,1172525,25676,710717,62,184566,402176
566,2001,10690,1531,8,1,1079233,0,435131,25,139399,237451
567,2001,10691,1531,8,1,211915,0,172124,19,58366,114769
568,2001,10692,2021,8,1,880004,270095,745105,171,345159,679980
569,2001,10693,2520,8,1,429729,0,226071,27,74268,192782
570,2001,10694,1520,8,1,138211,0,53389,18,25935,19456
571,2001,10695,2695,8,1,444786,0,255512,36,70199,148477
572,2001,10696,1549,8,1,298179,0,50152,18,20820,15460
573,2001,10697,2010,8,1,145160,0,48941,14,19092,44619
574,2001,10698,2219,8,1,116694,0,76935,20,34135,43823
575,2001,10699,2811,8,1,157613,0,86800,18,44610,62324
576,2001,10700,2010,8,1,289981,0,209985,29,74561,104167
577,2001,10701,3190,8,1,39059,0,27450,8,8404,3698
578,2001,10702,1513,8,1,4443505,866626,2702341,442,1246169,"1,90E+06"
579,2001,10703,1531,8,1,349334,0,189463,23,65934,257829
580,2001,10704,1514,8,1,0,0,1419091,492,567379,"1,40E+06"
581,2001,10705,1531,8,1,56839,0,18487,8,12899,62462
582,2001,10706,2010,8,1,168595,0,38655,16,24940,125584
583,2001,10707,1511,8,1,1944014,0,362144,44,120269,279409
584,2001,10708,1541,8,1,317819,0,162805,26,63537,95139
585,2001,10709,2023,8,1,261039,0,136639,30,57875,61229
586,2001,10710,1541,8,1,163771,0,69299,26,43417,93456
587,2001,10711,3420,8,1,265868,0,178129,33,69642,19335
588,2001,10712,1531,8,1,31169,0,17050,6,8519,8381
589,2001,10713,1531,8,1,156429,0,102814,21,55530,322880
590,2001,10714,2010,8,1,37815,0,37118,14,23687,23661
591,2001,10715,2021,8,1,58984025,25604443,83920880,655,3031620,"7,80E+07"
592,2001,10716,1520,8,1,471354,0,198628,24,91040,24980
593,2001,10717,1541,8,1,22001,0,13156,9,6433,15876
594,2001,10718,1531,8,1,820029,0,248182,22,87712,117187
595,2001,10719,1544,8,1,11350,0,1623,7,12755,138786
596,2001,10721,2921,8,1,198286,0,77182,19,45452,122327
597,2001,10722,2010,8,1,2219222,1462628,1440705,122,336001,"1,20E+06"
598,2001,10723,1531,8,1,1603228,0,599890,44,116814,438992
599,2001,10724,1531,8,1,2416246,0,758406,71,211108,752560
600,2001,10725,2010,8,1,2141174,1742136,1208823,115,469333,"1,10E+06"
601,2001,10726,2010,8,1,4302970,2696589,2199396,227,703450,"2,10E+06"
602,2001,10727,2010,8,1,1113028,0,750569,62,86771,"1,00E+06"
603,2001,10728,2021,8,1,3423999,0,1689897,183,588659,"2,10E+06"
604,2001,10729,2010,8,1,341911,0,34369,33,34735,124045
605,2001,10730,2029,8,1,76492,0,-8929,18,24901,69600
606,2001,10731,1810,8,1,84235,0,59329,22,52341,1843
607,2001,10732,2899,8,1,124150,0,84308,33,77544,63319
608,2001,10733,2010,8,1,763002,0,307638,58,135995,254585
609,2001,10734,2029,8,1,221398,0,183644,26,47106,66353
610,2001,10735,2010,8,1,6239563,350508,2269118,174,553397,"3,10E+06"
611,2001,10736,1511,8,1,608555,0,297375,25,89815,329913
612,2001,10737,1533,8,1,4892939,0,1743897,21,119057,701720
613,2001,10738,2023,8,2,4276830,127303,2746198,272,958545,"1,30E+06"
614,2001,10739,2212,8,1,20154,0,110909,17,61169,107010
615,2001,10740,1541,8,1,118641,0,68817,18,35188,8168
616,2001,10741,2221,8,1,114899,0,86383,11,37708,56325
617,2001,10742,1549,8,1,1077444,844897,533736,48,128242,663302
618,2001,10743,2695,8,1,217000,0,149299,50,91957,166492
619,2001,10745,2023,8,1,7742417,1228830,3458308,401,1086314,257904
620,2001,10747,2010,8,1,451123,0,175483,23,58037,240468
621,2001,10748,2913,8,1,0,0,247210,24,107703,200369
622,2001,10749,1531,8,1,2757338,0,609180,63,250934,950750
623,2001,10750,1541,8,1,43042,0,13157,9,11370,33313
624,2001,10751,1541,8,1,268040,0,185106,38,75284,100876
625,2001,10752,2010,8,3,16315345,15378439,6315419,556,1641339,"7,50E+06"
626,2001,10753,1541,8,1,753757,0,402746,124,177900,204699
627,2001,10754,2511,8,1,846584,0,400797,19,62715,149799
628,2001,10756,1511,8,1,774966,0,396533,63,150352,125881
629,2001,10757,3430,8,1,126978,0,135832,16,66366,327072
630,2001,10758,1513,8,1,734927,0,571670,77,195274,604981
631,2001,10759,1511,8,1,64868,0,11529,7,9327,0
632,2001,10760,2922,8,1,165870,0,90700,15,36035,33226
633,2001,10761,2029,8,1,0,0,36835,8,12919,56029
634,2001,10762,1549,8,1,793277,780133,433475,19,74708,148395
635,2001,10763,1520,8,1,467089,0,112405,19,32366,4969
636,2001,10764,2021,8,1,0,0,351631,26,41561,51851
637,2001,10765,1549,8,1,518515,492600,52377,29,86297,85280
638,2001,10766,2010,8,1,48460354,45111757,35842300,2216,6586962,"3,60E+07"
639,2001,10767,2010,8,1,321387,0,96817,21,35974,29576
640,2001,10768,2010,8,1,518240,0,326831,41,67560,393124
641,2001,10769,2010,8,1,192982,0,86722,55,91351,316503
642,2001,10770,1549,8,1,347904,0,243737,108,67865,123377
643,2001,10771,1541,8,1,124105,0,59576,21,29187,56001
644,2001,10772,2010,8,1,658149,0,57931,65,115705,28435
645,2001,10773,2010,8,1,266652,0,296867,92,170797,9521
646,2001,10775,2010,8,1,129760,0,120709,28,63482,23863
647,2001,10776,2010,8,1,1362260,262258,440407,52,129154,370423
648,2001,10778,1531,8,1,17015,0,29624,7,10800,34781
649,2001,10779,2010,8,1,109970,0,37998,21,71309,41398
650,2001,10780,2915,8,1,0,0,100152,24,68828,32119
651,2001,10781,2693,8,1,345591,0,298919,49,139653,231440
652,2001,10782,2101,8,1,66380996,50437552,61769980,362,2850381,"8,00E+07"
653,2001,10783,1541,8,1,106486,0,21603,9,15307,18476
654,2001,10784,2924,8,1,179826,34965,93830,20,51191,9144
655,2001,10785,2693,8,1,308651,0,229858,70,233472,134524
656,2001,10786,2913,8,1,152260,0,114786,101,78102,23443
657,2001,10787,2915,8,1,367720,0,758077,80,417094,248472
658,2001,10788,2811,8,1,504685,0,400150,57,224705,154024
659,2001,10789,2811,8,1,138053,0,116916,62,72888,43898
660,2001,10790,3190,8,1,0,0,86475,22,58302,33393
661,2001,10791,1541,8,1,107785,0,56993,16,25579,17502
662,2001,10792,1511,8,1,15414795,0,4176183,170,314137,"1,20E+06"
663,2001,10793,2921,8,1,786535,0,398369,50,217709,276000
664,2001,10794,2423,8,1,168752,0,86138,16,21615,189386
665,2001,10795,1541,8,1,255548,0,147859,26,44495,41956
666,2001,10796,1810,8,1,79949,0,64478,20,30651,19693
667,2001,10797,1541,8,1,150084,0,100015,19,56544,1318
668,2001,10798,2010,8,1,22489762,19959893,6050152,510,1865442,"7,00E+06"
669,2001,10799,1511,8,1,1164057,0,651439,45,209215,449079
670,2001,10800,1511,8,1,296412,0,111405,12,36722,82211
671,2001,10801,1920,8,1,2625916,3901,1298142,147,550614,434647
672,2001,10802,1920,8,1,347876,0,181630,57,122388,29602
673,2001,10803,1541,8,1,1075829,0,490553,155,333707,916648
674,2001,10804,1511,8,1,541655,0,187662,42,69798,62145
675,2001,10805,1711,8,1,1214799,195308,670988,149,548602,535852
676,2001,10807,3430,8,1,231982,0,161419,18,66612,36025
677,2001,10808,1810,8,1,243126,0,101147,30,56401,0
678,2001,10809,1810,8,1,261683,0,98288,15,20897,53461
679,2001,10810,1810,8,1,376293,0,262562,57,108473,74909
680,2001,10811,1810,8,1,72445,0,43096,10,20940,82840
681,2001,10812,2022,8,1,265514,0,102777,13,26185,26945
682,2001,10813,2022,8,1,146870,0,3764,26,54445,56206
683,2001,10814,2429,8,1,553213,84174,252785,12,79791,175784
684,2001,10817,1920,8,1,55735,0,-2385,13,17281,7172
685,2001,10818,1810,8,1,249052,0,144591,44,97587,93512
686,2001,10819,2899,8,1,30357,0,608470,63,250468,194904
687,2001,10820,1730,8,1,190795,0,130929,34,88819,104614
688,2001,10821,1541,8,1,332420,0,161919,36,67902,69978
689,2001,10822,3610,8,1,111736,0,40864,21,29379,95156
690,2001,10823,1541,8,1,128900,0,80027,22,47303,14577
691,2001,10824,2010,8,1,209677,0,83972,17,53077,143686
692,2001,10825,2029,8,1,0,0,431295,15,94833,292197
693,2001,10826,1541,8,1,28023,0,19290,8,11545,6745
694,2001,10827,1541,8,1,512216,0,190550,38,88028,23260
695,2001,10828,2219,8,1,61730,0,48231,11,18221,56545
696,2001,10829,3190,8,1,243106,0,157528,28,66609,136121
697,2001,10830,2919,8,1,400567,0,353475,39,128951,297863
698,2001,10831,1810,8,1,581214,0,258661,62,101657,83466
699,2001,10832,3693,8,1,14768,0,89022,15,25504,138644
700,2001,10833,3610,8,1,114135,0,79584,10,25321,10932
701,2001,10834,1541,8,1,70879,0,34444,9,16767,18472
702,2001,10835,1541,8,1,318070,0,220950,41,125251,227322
703,2001,10836,2695,8,1,157002,0,75878,17,34163,50984
704,2001,10837,1920,8,1,49652,0,49405,10,8652,6348
705,2001,10838,2109,8,1,584745,0,385666,43,177108,129198
706,2001,10839,2710,8,1,2733021,0,1199340,71,400217,943269
707,2001,10840,1531,8,1,201675,0,42873,11,14694,49838
708,2001,10841,2695,8,1,33719,0,14967,9,27822,24648
709,2001,10842,1920,8,1,65484,0,36746,10,19708,1673
710,2001,10843,2109,8,1,1519378,0,714951,41,246789,"2,80E+06"
711,2001,10844,1541,8,1,131719,0,63037,19,38618,10659
712,2001,10845,1920,8,1,63480,0,31592,12,23092,51
713,2001,10846,1541,8,1,317787,0,197507,50,96583,70286
714,2001,10847,3430,8,1,177831,0,197285,28,120264,85753
715,2001,10848,2423,8,1,2686174,0,2506658,162,979112,235417
716,2001,10849,3420,8,1,146034,0,-216,43,155789,189998
717,2001,10850,1541,8,1,337369,0,301805,58,124150,321990
718,2001,10851,2010,8,1,3370296,1485503,2263940,252,800709,"1,30E+06"
719,2001,10852,2899,8,1,91000,0,77170,16,24608,54161
720,2001,10853,1920,8,1,1719074,5750,871577,93,288196,31960
721,2001,10854,3190,8,1,156373,0,102636,18,59731,153727
722,2001,10855,2010,8,1,70546,0,47355,13,28594,25449
723,2001,10856,1912,8,1,32035,0,12298,7,9264,12964
724,2001,10857,2899,8,1,52169,0,36198,14,19410,62445
725,2001,10858,2010,8,1,53213,0,32425,10,28546,13791
726,2001,10859,2520,8,1,642955,0,247589,22,97033,313987
727,2001,10860,3610,8,1,307168,0,175023,48,89144,262118
728,2001,10861,1920,8,1,3806207,0,1804134,256,853822,"1,80E+06"
729,2001,10862,1541,8,1,28260,0,10916,12,17722,5761
730,2001,10863,1541,8,1,114130,0,69025,16,41705,14601
731,2001,10864,2101,8,2,44195467,21058461,27955932,254,2926641,"5,80E+07"
732,2001,10865,2695,8,1,308127,0,207303,21,65407,318691
733,2001,10866,1920,8,1,110584,0,77745,18,28214,18639
734,2001,10867,3693,8,1,97557,0,86978,15,35802,32986
735,2001,10868,2023,8,1,26594,0,24698,9,12777,10397
736,2001,10869,2520,8,1,303162,0,149816,24,72192,126822
737,2001,10870,1541,8,1,186668,0,68795,28,46411,12371
738,2001,10871,2424,8,1,205634,0,50389,17,32978,31929
739,2001,10872,1541,8,1,143792,0,57406,19,25399,5793
740,2001,10873,2511,8,1,238052,0,134998,14,28587,43323
741,2001,10874,1730,8,1,113704,0,89836,20,43848,1107
742,2001,10875,2010,8,1,246216,0,157622,25,52796,102189
743,2001,10876,2899,8,1,162434,0,113081,13,49871,34519
744,2001,10877,1541,8,1,29172,0,18974,9,12219,42762
745,2001,10878,2913,8,1,220706,0,202023,18,91736,243519
746,2001,10879,2924,8,1,90334,0,71273,14,33187,82777
747,2001,10880,1541,8,1,143966,0,93634,20,46243,63422
748,2001,10881,1512,8,1,4216065,3772870,3126245,401,973718,"3,70E+06"
749,2001,10882,1541,8,1,117504,0,85389,21,40632,82347
750,2001,10883,1541,8,1,62581,0,23477,8,12695,65494
751,2001,10885,1541,8,1,70336,0,41191,9,15638,51038
752,2001,10886,1541,8,1,56968,0,24079,14,21045,17614
753,2001,10887,2102,8,1,2133222,18274,1328199,106,592701,"1,80E+06"
754,2001,10888,1512,8,1,22272956,8564289,15646632,223,1962935,"2,30E+07"
755,2001,10889,2010,8,1,368722,0,167596,36,75784,167836
756,2001,10890,3511,8,1,0,0,615377,69,442878,"1,70E+06"
757,2001,10891,2811,8,1,546133,0,428802,101,232939,170343
758,2001,10892,1541,8,1,42229,0,71919,9,13072,65858
759,2001,10893,1541,8,1,43153,0,24147,9,14637,5921
760,2001,10894,2694,8,1,17026861,0,15087369,213,1955720,"3,80E+07"
761,2001,10895,2710,8,1,215632824,2251823,114815208,2918,39069637,"8,10E+07"
762,2001,10897,2925,8,1,1412521,0,1165798,230,543448,"1,60E+06"
763,2001,10898,1730,8,1,23720,0,17337,8,9068,5825
764,2001,10899,1512,8,1,111364,0,76992,12,14635,12093
765,2001,10900,1541,8,1,92764,0,133287,39,60239,59543
766,2001,10901,2811,8,1,23667632,3696071,9452987,526,3354291,"8,70E+06"
767,2001,10903,2925,8,1,336972,0,261790,18,106758,21460
768,2001,10904,2899,8,1,0,0,1179197,148,533065,121849
769,2001,10905,2811,8,1,301038,0,329677,42,123364,280299
770,2001,10906,2010,8,1,3072523,138946,838338,197,581227,395155
771,2001,10908,2913,8,1,0,0,245527,76,208421,8069
772,2001,10909,2921,8,1,314117,0,222818,35,130417,6946
773,2001,10911,2811,8,1,540697,0,259636,56,156587,314639
774,2001,10913,1541,8,1,107993,0,38054,15,27729,21306
775,2001,10914,2710,8,2,2134733,0,2959674,78,473091,436754
776,2001,10915,2520,8,1,356127,0,1601,18,31604,166389
777,2001,10916,2710,8,3,38048188,5693587,23035720,426,3786295,"2,10E+07"
778,2001,10917,2010,8,1,207566,0,943086,131,323997,821449
779,2001,10919,1541,8,1,37430,0,16687,9,11501,10377
780,2001,10921,2424,8,1,4287963,42080,2422655,109,687107,"1,40E+06"
781,2001,10922,2929,8,1,1221067,0,1358463,288,825687,274793
782,2001,10923,3511,8,1,114409,0,307240,19,165271,148311
783,2001,10924,2929,8,1,0,0,93116,12,34900,83043
784,2001,10925,1541,8,1,29148,0,18675,6,8506,11982
785,2001,10926,1810,8,1,300763,0,129128,27,41256,187672
786,2001,10927,1541,8,1,143294,0,92838,10,24531,35464
787,2001,10928,1920,8,1,55906,0,25296,15,14507,15734
788,2001,10929,1541,8,1,25878,0,9165,6,11199,48670
789,2001,10930,1541,8,1,102920,0,42864,20,32632,48574
790,2001,10931,2899,8,1,59934506,17754483,14894725,157,2341915,"1,20E+07"
791,2001,10932,2925,8,1,0,1,25504,21,85073,"1,70E+06"
792,2001,10934,2695,8,1,12979,0,49971,17,19247,11208
793,2001,10935,1541,8,1,49433,0,18244,10,12483,10631
794,2001,10936,1512,8,1,11506473,7029764,14725514,212,1056497,"3,50E+07"
795,2001,10937,1512,8,1,6548862,2232447,4310523,157,617027,"4,90E+06"
